지점,지점명,일시,강수량(mm)
108,서울,2020-01-01 0:00,0
108,서울,2020-01-01 3:00,0
108,서울,2020-01-01 6:00,0
108,서울,2020-01-01 9:00,0
108,서울,2020-01-01 12:00,0.1
108,서울,2020-01-06 12:00,0
108,서울,2020-01-06 15:00,0.1
108,서울,2020-01-06 18:00,0.6
108,서울,2020-01-06 21:00,0.5
108,서울,2020-01-07 0:00,0.6
108,서울,2020-01-07 3:00,2.1
108,서울,2020-01-07 6:00,7.4
108,서울,2020-01-07 9:00,6.5
108,서울,2020-01-07 12:00,2.4
108,서울,2020-01-07 15:00,4.6
108,서울,2020-01-07 18:00,7.2
108,서울,2020-01-07 21:00,9
108,서울,2020-01-08 0:00,7.1
108,서울,2020-01-08 3:00,6.2
108,서울,2020-01-08 6:00,4
108,서울,2020-01-08 9:00,1.4
108,서울,2020-01-08 12:00,0
108,서울,2020-01-19 12:00,0.6
108,서울,2020-01-19 15:00,0
108,서울,2020-01-27 18:00,0
108,서울,2020-01-27 21:00,0
108,서울,2020-01-28 0:00,0.1
108,서울,2020-01-28 3:00,0
108,서울,2020-01-28 6:00,0
108,서울,2020-01-31 15:00,0
108,서울,2020-02-03 3:00,0
108,서울,2020-02-04 15:00,0
108,서울,2020-02-04 18:00,0.2
108,서울,2020-02-04 21:00,1.5
108,서울,2020-02-05 0:00,0
108,서울,2020-02-08 0:00,0
108,서울,2020-02-08 3:00,0
108,서울,2020-02-10 0:00,0
108,서울,2020-02-10 3:00,0
108,서울,2020-02-12 6:00,0.1
108,서울,2020-02-12 9:00,0
108,서울,2020-02-12 12:00,0.8
108,서울,2020-02-12 15:00,1.4
108,서울,2020-02-12 18:00,1.2
108,서울,2020-02-12 21:00,3.2
108,서울,2020-02-13 0:00,0
108,서울,2020-02-15 21:00,0.3
108,서울,2020-02-16 0:00,1.7
108,서울,2020-02-16 3:00,8.1
108,서울,2020-02-16 6:00,3.5
108,서울,2020-02-16 9:00,0.8
108,서울,2020-02-16 12:00,0.5
108,서울,2020-02-16 15:00,0.5
108,서울,2020-02-16 18:00,0
108,서울,2020-02-16 21:00,0
108,서울,2020-02-17 0:00,0
108,서울,2020-02-17 3:00,0.4
108,서울,2020-02-17 6:00,0.6
108,서울,2020-02-17 9:00,0
108,서울,2020-02-17 12:00,0
108,서울,2020-02-17 15:00,0
108,서울,2020-02-21 21:00,0.6
108,서울,2020-02-22 0:00,3.6
108,서울,2020-02-22 3:00,3.1
108,서울,2020-02-22 6:00,0
108,서울,2020-02-22 15:00,0
108,서울,2020-02-25 3:00,0.5
108,서울,2020-02-25 6:00,1.9
108,서울,2020-02-25 9:00,6.2
108,서울,2020-02-25 12:00,7.3
108,서울,2020-02-25 15:00,0.7
108,서울,2020-02-26 18:00,0
108,서울,2020-02-26 21:00,0
108,서울,2020-02-28 12:00,0.2
108,서울,2020-02-28 15:00,2.2
108,서울,2020-02-28 18:00,0.5
108,서울,2020-02-28 21:00,0.6
108,서울,2020-02-29 0:00,0.4
108,서울,2020-02-29 3:00,0.3
108,서울,2020-02-29 6:00,0.2
108,서울,2020-02-29 9:00,0
108,서울,2020-03-01 21:00,0
108,서울,2020-03-02 0:00,0.2
108,서울,2020-03-02 3:00,0
108,서울,2020-03-04 6:00,0
108,서울,2020-03-04 15:00,0
108,서울,2020-03-04 18:00,0
108,서울,2020-03-10 3:00,0
108,서울,2020-03-10 6:00,1.4
108,서울,2020-03-10 9:00,3.4
108,서울,2020-03-10 12:00,3.7
108,서울,2020-03-10 15:00,0.7
108,서울,2020-03-10 18:00,1.1
108,서울,2020-03-10 21:00,1.5
108,서울,2020-03-13 3:00,0.5
108,서울,2020-03-13 6:00,0
108,서울,2020-03-19 15:00,0
108,서울,2020-03-26 18:00,0
108,서울,2020-03-26 21:00,0.2
108,서울,2020-03-27 0:00,1.6
108,서울,2020-03-27 3:00,1.3
108,서울,2020-03-27 6:00,0.7
108,서울,2020-04-17 2:00,0
108,서울,2020-04-17 3:00,0
108,서울,2020-04-17 5:00,0
108,서울,2020-04-17 6:00,0
108,서울,2020-04-17 7:00,0.3
108,서울,2020-04-17 8:00,0.3
108,서울,2020-04-17 9:00,0.3
108,서울,2020-04-17 10:00,0.3
108,서울,2020-04-17 12:00,0
108,서울,2020-04-17 13:00,0.7
108,서울,2020-04-17 14:00,3.2
108,서울,2020-04-17 15:00,1.4
108,서울,2020-04-17 16:00,0
108,서울,2020-04-19 15:00,0.1
108,서울,2020-04-19 16:00,1
108,서울,2020-04-19 17:00,2.5
108,서울,2020-04-19 18:00,2.6
108,서울,2020-04-19 19:00,2.1
108,서울,2020-04-19 20:00,1.6
108,서울,2020-04-19 21:00,0.3
108,서울,2020-04-19 22:00,0.1
108,서울,2020-04-19 23:00,0
108,서울,2020-04-20 0:00,0
108,서울,2020-04-20 12:00,0
108,서울,2020-04-20 13:00,0.1
108,서울,2020-04-20 14:00,0
108,서울,2020-04-20 15:00,0
108,서울,2020-04-22 13:00,0
108,서울,2020-04-22 15:00,0
108,서울,2020-04-22 17:00,0
108,서울,2020-04-22 18:00,0
108,서울,2020-05-02 23:00,0
108,서울,2020-05-03 0:00,0
108,서울,2020-05-03 2:00,0
108,서울,2020-05-03 3:00,0
108,서울,2020-05-03 10:00,0
108,서울,2020-05-08 18:00,0
108,서울,2020-05-08 19:00,0
108,서울,2020-05-08 20:00,0
108,서울,2020-05-08 21:00,0.1
108,서울,2020-05-08 22:00,0.4
108,서울,2020-05-08 23:00,1.5
108,서울,2020-05-09 0:00,0.3
108,서울,2020-05-09 1:00,0.2
108,서울,2020-05-09 2:00,0.1
108,서울,2020-05-09 3:00,0.4
108,서울,2020-05-09 4:00,1.8
108,서울,2020-05-09 5:00,1.2
108,서울,2020-05-09 6:00,1.9
108,서울,2020-05-09 7:00,1.8
108,서울,2020-05-09 8:00,3.4
108,서울,2020-05-09 9:00,1.4
108,서울,2020-05-09 10:00,3.2
108,서울,2020-05-09 11:00,3.7
108,서울,2020-05-09 12:00,1.3
108,서울,2020-05-09 13:00,0.7
108,서울,2020-05-09 14:00,0.2
108,서울,2020-05-09 15:00,0.3
108,서울,2020-05-09 16:00,0.7
108,서울,2020-05-09 17:00,1.1
108,서울,2020-05-09 18:00,0
108,서울,2020-05-09 19:00,0.2
108,서울,2020-05-09 20:00,0.2
108,서울,2020-05-09 21:00,0.3
108,서울,2020-05-09 22:00,0
108,서울,2020-05-09 23:00,0
108,서울,2020-05-10 0:00,0.3
108,서울,2020-05-10 1:00,0
108,서울,2020-05-10 2:00,0.1
108,서울,2020-05-10 3:00,0.4
108,서울,2020-05-10 4:00,0.5
108,서울,2020-05-10 5:00,0.1
108,서울,2020-05-10 6:00,0.2
108,서울,2020-05-10 7:00,0
108,서울,2020-05-10 8:00,0
108,서울,2020-05-10 9:00,0
108,서울,2020-05-11 21:00,0
108,서울,2020-05-11 22:00,0
108,서울,2020-05-11 23:00,0.1
108,서울,2020-05-12 0:00,3.3
108,서울,2020-05-12 1:00,0.7
108,서울,2020-05-15 3:00,0
108,서울,2020-05-15 4:00,0
108,서울,2020-05-15 5:00,0
108,서울,2020-05-15 6:00,0.2
108,서울,2020-05-15 7:00,0.4
108,서울,2020-05-15 8:00,1.4
108,서울,2020-05-15 9:00,1.2
108,서울,2020-05-15 10:00,1.9
108,서울,2020-05-15 11:00,1.9
108,서울,2020-05-15 12:00,0.9
108,서울,2020-05-15 13:00,0
108,서울,2020-05-15 14:00,0.3
108,서울,2020-05-15 15:00,0.5
108,서울,2020-05-15 16:00,0.8
108,서울,2020-05-15 17:00,0.2
108,서울,2020-05-15 18:00,0.2
108,서울,2020-05-15 19:00,0.8
108,서울,2020-05-15 20:00,0.3
108,서울,2020-05-15 21:00,0.2
108,서울,2020-05-15 22:00,0.6
108,서울,2020-05-15 23:00,0.2
108,서울,2020-05-16 0:00,0
108,서울,2020-05-16 1:00,0.2
108,서울,2020-05-16 2:00,0.2
108,서울,2020-05-16 3:00,0.3
108,서울,2020-05-16 4:00,0.3
108,서울,2020-05-16 5:00,0.1
108,서울,2020-05-16 6:00,0.2
108,서울,2020-05-16 7:00,0.4
108,서울,2020-05-16 8:00,0.3
108,서울,2020-05-16 9:00,0.2
108,서울,2020-05-16 10:00,0
108,서울,2020-05-16 11:00,0
108,서울,2020-05-16 12:00,0.2
108,서울,2020-05-16 13:00,0.1
108,서울,2020-05-17 6:00,0
108,서울,2020-05-17 7:00,0
108,서울,2020-05-18 7:00,0
108,서울,2020-05-18 8:00,0
108,서울,2020-05-18 16:00,1.1
108,서울,2020-05-18 17:00,18.9
108,서울,2020-05-18 18:00,0
108,서울,2020-05-18 19:00,6.7
108,서울,2020-05-18 20:00,2.7
108,서울,2020-05-18 21:00,0.4
108,서울,2020-05-18 22:00,0
108,서울,2020-05-19 4:00,0.2
108,서울,2020-05-19 5:00,0.2
108,서울,2020-05-19 7:00,0.1
108,서울,2020-05-19 8:00,2.6
108,서울,2020-05-19 9:00,2.7
108,서울,2020-05-19 10:00,3.7
108,서울,2020-05-19 11:00,9
108,서울,2020-05-19 12:00,0.5
108,서울,2020-05-19 20:00,0
108,서울,2020-05-19 21:00,0
108,서울,2020-05-20 8:00,0
108,서울,2020-05-20 9:00,0
108,서울,2020-05-22 1:00,0
108,서울,2020-05-22 19:00,0
108,서울,2020-05-23 1:00,0
108,서울,2020-05-23 2:00,0
108,서울,2020-05-24 1:00,0
108,서울,2020-05-24 2:00,0
108,서울,2020-05-24 3:00,0.5
108,서울,2020-05-24 4:00,0.9
108,서울,2020-05-24 5:00,0.2
108,서울,2020-05-24 6:00,4.1
108,서울,2020-05-24 7:00,7.7
108,서울,2020-05-24 8:00,1
108,서울,2020-05-24 9:00,0.1
108,서울,2020-05-24 10:00,0
108,서울,2020-05-26 16:00,0
108,서울,2020-05-26 17:00,0
108,서울,2020-05-26 18:00,0
108,서울,2020-05-26 20:00,0
108,서울,2020-05-26 21:00,1.5
108,서울,2020-05-28 9:00,0
108,서울,2020-05-31 23:00,0.2
108,서울,2020-06-01 0:00,0.8
108,서울,2020-06-01 1:00,0.3
108,서울,2020-06-01 2:00,0
108,서울,2020-06-01 4:00,0
108,서울,2020-06-01 5:00,0
108,서울,2020-06-01 6:00,0.1
108,서울,2020-06-02 11:00,0
108,서울,2020-06-02 12:00,1.9
108,서울,2020-06-02 18:00,0
108,서울,2020-06-03 0:00,0.1
108,서울,2020-06-04 3:00,0
108,서울,2020-06-04 4:00,0
108,서울,2020-06-04 5:00,0
108,서울,2020-06-04 6:00,0.1
108,서울,2020-06-04 8:00,0.1
108,서울,2020-06-04 9:00,0
108,서울,2020-06-04 10:00,0
108,서울,2020-06-04 21:00,0
108,서울,2020-06-04 22:00,0
108,서울,2020-06-04 23:00,0
108,서울,2020-06-05 0:00,0
108,서울,2020-06-10 18:00,0
108,서울,2020-06-10 19:00,0
108,서울,2020-06-10 20:00,1
108,서울,2020-06-10 21:00,2.4
108,서울,2020-06-10 22:00,2.4
108,서울,2020-06-10 23:00,0.2
108,서울,2020-06-11 0:00,0.2
108,서울,2020-06-11 1:00,0
108,서울,2020-06-13 22:00,0
108,서울,2020-06-13 23:00,0
108,서울,2020-06-14 1:00,0
108,서울,2020-06-14 2:00,0
108,서울,2020-06-14 3:00,0.3
108,서울,2020-06-14 4:00,0.8
108,서울,2020-06-14 5:00,0
108,서울,2020-06-19 7:00,0
108,서울,2020-06-19 8:00,0.1
108,서울,2020-06-19 9:00,0
108,서울,2020-06-19 18:00,0
108,서울,2020-06-23 23:00,0
108,서울,2020-06-24 5:00,0
108,서울,2020-06-24 6:00,0
108,서울,2020-06-24 7:00,0
108,서울,2020-06-24 8:00,0.1
108,서울,2020-06-24 9:00,0.2
108,서울,2020-06-24 10:00,0.2
108,서울,2020-06-24 11:00,6.6
108,서울,2020-06-24 12:00,7.8
108,서울,2020-06-24 13:00,6.2
108,서울,2020-06-24 14:00,1.5
108,서울,2020-06-24 15:00,0.7
108,서울,2020-06-24 16:00,0.3
108,서울,2020-06-24 17:00,1.9
108,서울,2020-06-24 18:00,3.3
108,서울,2020-06-24 19:00,1.5
108,서울,2020-06-24 20:00,1.2
108,서울,2020-06-24 21:00,1.7
108,서울,2020-06-24 22:00,1.6
108,서울,2020-06-24 23:00,1.7
108,서울,2020-06-25 0:00,1.1
108,서울,2020-06-25 1:00,2
108,서울,2020-06-25 2:00,3.1
108,서울,2020-06-25 3:00,2.7
108,서울,2020-06-25 4:00,2
108,서울,2020-06-25 5:00,0.7
108,서울,2020-06-25 6:00,0.3
108,서울,2020-06-25 7:00,0.2
108,서울,2020-06-25 8:00,0
108,서울,2020-06-25 9:00,0
108,서울,2020-06-25 10:00,0
108,서울,2020-06-25 11:00,0.5
108,서울,2020-06-25 12:00,0
108,서울,2020-06-25 13:00,0
108,서울,2020-06-25 14:00,0
108,서울,2020-06-25 21:00,0.4
108,서울,2020-06-25 22:00,0.3
108,서울,2020-06-25 23:00,0.3
108,서울,2020-06-26 0:00,0.8
108,서울,2020-06-26 1:00,0.3
108,서울,2020-06-26 2:00,0.6
108,서울,2020-06-26 3:00,0.7
108,서울,2020-06-26 4:00,0.3
108,서울,2020-06-26 5:00,0.2
108,서울,2020-06-26 6:00,0
108,서울,2020-06-27 7:00,0
108,서울,2020-06-29 19:00,0
108,서울,2020-06-29 20:00,0
108,서울,2020-06-29 21:00,0.5
108,서울,2020-06-29 22:00,0.8
108,서울,2020-06-29 23:00,5
108,서울,2020-06-30 0:00,5.6
108,서울,2020-06-30 1:00,13.3
108,서울,2020-06-30 2:00,10.8
108,서울,2020-06-30 3:00,2.3
108,서울,2020-06-30 4:00,12.4
108,서울,2020-06-30 5:00,11
108,서울,2020-06-30 6:00,10.6
108,서울,2020-06-30 7:00,1.4
108,서울,2020-06-30 8:00,1.3
108,서울,2020-06-30 9:00,0.8
108,서울,2020-06-30 10:00,0.1
108,서울,2020-06-30 11:00,0
108,서울,2020-06-30 12:00,0
108,서울,2020-06-30 13:00,0
108,서울,2020-06-30 14:00,0
108,서울,2020-06-30 15:00,0
108,서울,2020-06-30 18:00,0
108,서울,2020-06-30 19:00,0
108,서울,2020-06-30 20:00,0
108,서울,2020-06-30 21:00,0.5
108,서울,2020-06-30 22:00,0.2
108,서울,2020-06-30 23:00,0
108,서울,2020-07-01 0:00,0
108,서울,2020-07-01 1:00,0
108,서울,2020-07-01 2:00,0
108,서울,2020-07-01 3:00,0
108,서울,2020-07-03 23:00,0
108,서울,2020-07-04 0:00,0.1
108,서울,2020-07-04 1:00,0.8
108,서울,2020-07-04 2:00,0.6
108,서울,2020-07-04 3:00,0.2
108,서울,2020-07-04 4:00,0
108,서울,2020-07-04 5:00,0
108,서울,2020-07-04 6:00,0
108,서울,2020-07-07 7:00,0
108,서울,2020-07-07 8:00,0
108,서울,2020-07-07 13:00,0
108,서울,2020-07-07 14:00,0
108,서울,2020-07-10 6:00,0.1
108,서울,2020-07-10 7:00,0
108,서울,2020-07-10 8:00,0
108,서울,2020-07-10 9:00,1.9
108,서울,2020-07-10 10:00,0
108,서울,2020-07-10 11:00,0.2
108,서울,2020-07-10 12:00,0
108,서울,2020-07-12 17:00,0.1
108,서울,2020-07-12 18:00,0.8
108,서울,2020-07-12 19:00,0.8
108,서울,2020-07-12 20:00,0.6
108,서울,2020-07-12 21:00,0.5
108,서울,2020-07-12 22:00,0.1
108,서울,2020-07-13 2:00,1.3
108,서울,2020-07-13 3:00,2.1
108,서울,2020-07-13 4:00,2.5
108,서울,2020-07-13 5:00,1.8
108,서울,2020-07-13 6:00,2.1
108,서울,2020-07-13 7:00,3.8
108,서울,2020-07-13 8:00,2.1
108,서울,2020-07-13 9:00,0.8
108,서울,2020-07-13 10:00,0.6
108,서울,2020-07-13 11:00,3.9
108,서울,2020-07-13 12:00,2.3
108,서울,2020-07-13 13:00,1.6
108,서울,2020-07-13 14:00,0.6
108,서울,2020-07-13 15:00,0.8
108,서울,2020-07-13 16:00,1.4
108,서울,2020-07-13 17:00,2.8
108,서울,2020-07-13 18:00,1.6
108,서울,2020-07-13 19:00,0.7
108,서울,2020-07-13 20:00,1.5
108,서울,2020-07-13 21:00,1
108,서울,2020-07-13 22:00,1.4
108,서울,2020-07-13 23:00,5.6
108,서울,2020-07-14 0:00,5.3
108,서울,2020-07-14 1:00,5.3
108,서울,2020-07-14 2:00,3.7
108,서울,2020-07-14 3:00,0.7
108,서울,2020-07-14 4:00,0.3
108,서울,2020-07-14 5:00,1
108,서울,2020-07-14 6:00,0.2
108,서울,2020-07-14 7:00,0.1
108,서울,2020-07-14 8:00,0.2
108,서울,2020-07-14 9:00,0
108,서울,2020-07-14 10:00,0
108,서울,2020-07-15 0:00,0
108,서울,2020-07-17 17:00,0
108,서울,2020-07-17 18:00,0
108,서울,2020-07-19 7:00,1.2
108,서울,2020-07-19 8:00,7.3
108,서울,2020-07-19 9:00,14.6
108,서울,2020-07-19 10:00,5.8
108,서울,2020-07-19 11:00,0.1
108,서울,2020-07-20 0:00,0.1
108,서울,2020-07-20 1:00,0.1
108,서울,2020-07-20 2:00,0.3
108,서울,2020-07-20 3:00,0.3
108,서울,2020-07-20 4:00,1
108,서울,2020-07-20 5:00,0.1
108,서울,2020-07-20 6:00,0
108,서울,2020-07-20 7:00,0
108,서울,2020-07-20 8:00,0.1
108,서울,2020-07-20 9:00,0.9
108,서울,2020-07-20 10:00,0.7
108,서울,2020-07-20 11:00,0.1
108,서울,2020-07-20 12:00,0
108,서울,2020-07-20 13:00,0
108,서울,2020-07-21 1:00,0
108,서울,2020-07-22 8:00,0.3
108,서울,2020-07-22 9:00,6.2
108,서울,2020-07-22 10:00,2
108,서울,2020-07-22 11:00,0.7
108,서울,2020-07-22 12:00,0.6
108,서울,2020-07-22 13:00,0
108,서울,2020-07-22 14:00,0
108,서울,2020-07-22 15:00,0
108,서울,2020-07-22 16:00,0.2
108,서울,2020-07-22 17:00,0.3
108,서울,2020-07-22 18:00,1.2
108,서울,2020-07-22 19:00,0
108,서울,2020-07-22 20:00,0
108,서울,2020-07-22 23:00,0
108,서울,2020-07-23 0:00,0
108,서울,2020-07-23 1:00,0
108,서울,2020-07-23 2:00,0
108,서울,2020-07-23 3:00,0.3
108,서울,2020-07-23 4:00,0.2
108,서울,2020-07-23 5:00,0.2
108,서울,2020-07-23 6:00,0.1
108,서울,2020-07-23 7:00,0.4
108,서울,2020-07-23 8:00,0.6
108,서울,2020-07-23 9:00,0.4
108,서울,2020-07-23 10:00,0
108,서울,2020-07-23 11:00,0
108,서울,2020-07-23 12:00,1.7
108,서울,2020-07-23 13:00,1.6
108,서울,2020-07-23 14:00,0.7
108,서울,2020-07-23 15:00,5.2
108,서울,2020-07-23 16:00,8.7
108,서울,2020-07-23 17:00,10.7
108,서울,2020-07-23 18:00,17.3
108,서울,2020-07-23 19:00,16.6
108,서울,2020-07-23 20:00,9.8
108,서울,2020-07-23 21:00,15.1
108,서울,2020-07-23 22:00,10.4
108,서울,2020-07-23 23:00,2.6
108,서울,2020-07-24 0:00,0.5
108,서울,2020-07-24 1:00,0
108,서울,2020-07-24 3:00,0
108,서울,2020-07-24 4:00,0.3
108,서울,2020-07-24 5:00,0
108,서울,2020-07-24 6:00,0
108,서울,2020-07-24 8:00,0
108,서울,2020-07-24 9:00,0
108,서울,2020-07-24 10:00,2.3
108,서울,2020-07-24 11:00,0
108,서울,2020-07-24 12:00,0.3
108,서울,2020-07-24 13:00,0
108,서울,2020-07-24 14:00,0
108,서울,2020-07-24 18:00,0
108,서울,2020-07-24 19:00,0
108,서울,2020-07-25 3:00,0
108,서울,2020-07-26 6:00,0
108,서울,2020-07-27 3:00,0
108,서울,2020-07-27 4:00,0.3
108,서울,2020-07-27 5:00,0.3
108,서울,2020-07-27 7:00,0
108,서울,2020-07-27 8:00,0
108,서울,2020-07-27 9:00,0
108,서울,2020-07-27 10:00,0
108,서울,2020-07-27 11:00,0.6
108,서울,2020-07-27 12:00,0.3
108,서울,2020-07-27 13:00,0
108,서울,2020-07-27 14:00,0.6
108,서울,2020-07-27 15:00,0
108,서울,2020-07-27 16:00,0.1
108,서울,2020-07-27 17:00,0
